KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_mrw6GOC,Meriwether Rendezvous,,,,,,,,,,梅里韦瑟汇合,,,,,,
pda_uqCG8em,Rank 10 Start,,,,,,,,,,等级 10 开始,,,,,,
pda_caeSwKs,wait,,,,,,,,,,等待,,,,,,
pda_8CW8eeW,Talk to Captain Livingston,,,,,,,,,,与利文斯顿舰长交谈,,,,,,
pda_OGamFMa,wait,,,,,,,,,,等待,,,,,,
pda_CWqa4qQ,Talk to Captain Livingston,,,,,,,,,,与利文斯顿舰长交谈,,,,,,
pda_K4Ge8aC,Engineering Log 3,,,,,,,,,,工程日志 3,,,,,,
pda_WKOO8mW,wait,,,,,,,,,,等待,,,,,,
pda_qiSeOWK,wait,,,,,,,,,,等待,,,,,,
pda_eOSeq8O,wait,,,,,,,,,,等待,,,,,,
pda_nGeSWKO,You have uncovered the UES Orion: Engineer Log 3,,,,,,,,,,你发现了UES 猎户座：工程日志 3,,,,,,
pda_aKqC2wC,"You have received a message from the [c][3333e5]UES Meriwether[-][/c] and have agreed to rendezvous with them in orbit around the K-Type star named 'Betesus' located at galactic coordinates: [c][ffffff][104, 12, 67][-][/c].",,,,,,,,,,"你收到了一条来自[c][3333e5]UES 梅里韦瑟[-][/c]的消息，并同意在名为'贝特苏斯'的K型恒星的轨道上与他们汇合，该恒星位于星系坐标：[c][ffffff][104, 12, 67][-][/c]。",,,,,,
pda_GWceeek,Incoming Transmission,,,,,,,,,,接收到的传输,,,,,,
pda_O4OuCuS,Talk to Captain Livingston,,,,,,,,,,与利文斯顿舰长交谈,,,,,,
pda_Ka0O4MO,Talk to Captain Livingston,,,,,,,,,,与利文斯顿舰长交谈,,,,,,
pda_CWSUKAe,Talk to Captain Livingston,,,,,,,,,,与利文斯顿舰长交谈,,,,,,
pda_GuUi8SO,You're Approaching the [c][3333e5]UES Meriwether[-][/c].,,,,,,,,,,你正在接近[c][3333e5]UES 梅里韦瑟[-][/c]。,,,,,,
pda_qOWmmUO,You awakened from cryo sleep to find the UES Rossignol to discover years have past! Your ship is on its last gasp of power and you are marooned in interplanetary space! How can you survive?,,,,,,,,,,你从低温休眠中醒来，发现UES罗西尼奥尔已经过去了数年！你的飞船电力奄奄一息，而你被困在星际空间中！你该如何生存？,,,,,,
pda_4OX0uea,Escape the Rossi,,,,,,,,,,逃离罗西,,,,,,
pda_SqSQKaW,Story (UES Rossignol 2),,,,,,,,,,故事（UES 罗西尼奥尔 2）,,,,,,
pda_iS0m48Y,Energise the Teleporter,,,,,,,,,,启动传送器,,,,,,
pda_4iC0KcG,Throw the first breaker (Starboard Nacelle),,,,,,,,,,合上第一个断路器（右舷引擎舱）,,,,,,
pda_moiKrmK,"So that's what happened, they were forced off ship before Engineer Brown could fix the teleporter",,,,,,,,,,原来如此，他们在工程师布朗修好传送器之前就被迫离开了飞船,,,,,,
pda_N16WSa4,An Important Choice,,,,,,,,,,重要抉择,,,,,,
pda_KCmKiWa,Take stock and choose a path forward,,,,,,,,,,评估并选择前进方向,,,,,,
pda_qiGSqOi,Take Stock of the situation,,,,,,,,,,评估情况,,,,,,
pda_eiCCiLm,Better prepared,,,,,,,,,,准备更充分,,,,,,
pda_Kqqu4Fu,Engineer Browns notes may be the best way out before the power and Oxygen fail completely!,,,,,,,,,,工程师布朗的笔记可能是在电力和氧气完全耗尽前的最佳出路！,,,,,,
pda_auGueWC,Breaker 2 Signal,,,,,,,,,,断路器 2 信号,,,,,,
pda_mu404eY,Breaker 3 Signal,,,,,,,,,,断路器 3 信号,,,,,,
pda_kSuqqMK,Throw the second Breaker (Port Nacelle),,,,,,,,,,合上第二个断路器（左舷引擎舱）,,,,,,
pda_40ua8im,Throw the third Breaker (Aft Hallway),,,,,,,,,,合上第三个断路器（后走廊）,,,,,,
pda_4a0S4e4,Breaker 4 Signal,,,,,,,,,,断路器 4 信号,,,,,,
pda_qWimKpe,Throw the fourth breaker (Forward Hallway),,,,,,,,,,合上第四个断路器（前走廊）,,,,,,
pda_aSW0ttu,Breaker 1 Signal,,,,,,,,,,断路器 1 信号,,,,,,
pda_0CCmuKV,Means of Escape,,,,,,,,,,逃生手段,,,,,,
pda_0mcW4SK,Open PDA,,,,,,,,,,打开PDA,,,,,,
pda_Ku4a6uK,Now where does the Teleporter lead to? .. and why are all those lights flashing ..?,,,,,,,,,,传送器通向哪里？……那些灯为什么在闪烁……？,,,,,,
pda_0uamvOK,The Ancient Giant,,,,,,,,,,远古巨兽,,,,,,
pda_CmGqW9O,Story (RCV Orillion),,,,,,,,,,故事（RCV 奥里利恩）,,,,,,
pda_4FeKtea,Where are we now?,,,,,,,,,,我们现在在哪？,,,,,,
pda_KW1KiuC,Look around,,,,,,,,,,环顾四周,,,,,,
pda_ESiKHWq,Begin to examine the Alien ship.,,,,,,,,,,开始检查外星飞船。,,,,,,
pda_eeeiaKu,Diary of the Damned,,,,,,,,,,被诅咒者的日记,,,,,,
pda_CiKY8eC,UES Rossignol,,,,,,,,,,UES 罗西尼奥尔,,,,,,
pda_aOeICSi,Wait,,,,,,,,,,等待,,,,,,
pda_4eK404a,New Action,,,,,,,,,,新行动,,,,,,
pda_euuBS8a,Wait,,,,,,,,,,等待,,,,,,
pda_eK8Waq0,Out of the frying pan,,,,,,,,,,刚出狼窝,,,,,,
pda_0KGiKO1,Story (UES Rossignol 3),,,,,,,,,,故事（UES 罗西尼奥尔 3）,,,,,,
pda_08qi008,Collect what you can!,,,,,,,,,,尽可能收集物资！,,,,,,
pda_GKcq0am,The Ships Unstable time to leave!,,,,,,,,,,飞船不稳定，该离开了！,,,,,,
pda_GimamOS,Stuff your backpack!,,,,,,,,,,装满你的背包！,,,,,,
pda_mOu4eKa,Wait,,,,,,,,,,等待,,,,,,
pda_ZGKaGBW,Wait,,,,,,,,,,等待,,,,,,
pda_KmfG8iC,Wait,,,,,,,,,,等待,,,,,,
pda_0aeeiSW,"You have arrived on the Biggest oldest, Hulk of a ship of a totally alien design! At least they seemed to have been built roughly the same size as you...",,,,,,,,,,你到达了一艘最大、最古老、完全外星设计的庞大战舰残骸！至少它们似乎和你的体型差不多大……,,,,,,
pda_iOLQAGK,Manufacturing Hall,,,,,,,,,,制造大厅,,,,,,
pda_88aK8i4,RCV Orillion,,,,,,,,,,RCV 奥里利恩,,,,,,
pda_KaKG0Wi,Wait,,,,,,,,,,等待,,,,,,
pda_O40SC8K,Wait,,,,,,,,,,等待,,,,,,
pda_O8o0q40,Wait,,,,,,,,,,等待,,,,,,
pda_eamqMKC,Second Console,,,,,,,,,,第二控制台,,,,,,
pda_NqieeWa,"The Second console, describes the manufacturing hall",,,,,,,,,,第二个控制台，描述了制造大厅,,,,,,
pda_8W4S8E8,Third Console,,,,,,,,,,第三控制台,,,,,,
pda_tOCOq8i,This is located near a repurposed Medical Station,,,,,,,,,,这位于一个改造后的医疗站附近,,,,,,
pda_GCGWi40,Fourth Console,,,,,,,,,,第四控制台,,,,,,
pda_CiaWaSO,The Restaurant at the End of the Junk Yard,,,,,,,,,,废品场尽头的餐厅,,,,,,
pda_qC0qiee,Fifth Console,,,,,,,,,,第五控制台,,,,,,
pda_GCWGi4e,Positioned in the Hydroponics bay,,,,,,,,,,位于水培舱内,,,,,,
pda_qmq4WuO,Sixth Console,,,,,,,,,,第六控制台,,,,,,
pda_a4mWa8q,Heavy Manufacturing with a twist.,,,,,,,,,,别具特色的重型制造,,,,,,
pda_mSSm0qK,Medic Stimulation Station,,,,,,,,,,医疗刺激站,,,,,,
pda_amq4S8G,RCV Orillion,,,,,,,,,,RCV 奥里利恩,,,,,,
pda_aieO4im,Wait,,,,,,,,,,等待,,,,,,
pda_HGKium4,Wait,,,,,,,,,,等待,,,,,,
pda_8qaKSm8,Wait,,,,,,,,,,等待,,,,,,
pda_Oi8KO4m,Wait,,,,,,,,,,等待,,,,,,
pda_cwa8GSV,WAit,,,,,,,,,,等等,,,,,,
pda_iwK84W4,Hydroponics Station,,,,,,,,,,水培站,,,,,,
pda_i0KO6Wm,Restaurant at the End of the Junk Yard,,,,,,,,,,废品场尽头的餐厅,,,,,,
pda_aG4ucT4,Wait,,,,,,,,,,等待,,,,,,
pda_eee0mYW,Wait,,,,,,,,,,等待,,,,,,
pda_nmumO0m,Wait,,,,,,,,,,等待,,,,,,
pda_ICi46CW,Wait,,,,,,,,,,等待,,,,,,
pda_0SaCOqU,RCV Orillion,,,,,,,,,,RCV 奥里利恩,,,,,,
pda_COmCSSu,RCV Orillion,,,,,,,,,,RCV 奥里利恩,,,,,,
pda_4SKOaOu,Wait,,,,,,,,,,等待,,,,,,
pda_m0S4eqW,Wait,,,,,,,,,,等待,,,,,,
pda_e06WK4C,Wait,,,,,,,,,,等待,,,,,,
pda_qCmuW0i,Wait,,,,,,,,,,等待,,,,,,
pda_4aKuum4,Large Constructor and friend!,,,,,,,,,,大型建造者及同伴！,,,,,,
pda_SamqCmq,RCV Orillion,,,,,,,,,,RCV 奥里利恩,,,,,,
pda_4KieGkO,Wait,,,,,,,,,,等待,,,,,,
pda_Wi0iqOq,Wait,,,,,,,,,,等待,,,,,,
pda_08eac8m,Wait,,,,,,,,,,等待,,,,,,
pda_OSiieai,Wait,,,,,,,,,,等待,,,,,,
pda_Oa8q0u8,The Giant Stirs,,,,,,,,,,巨兽苏醒,,,,,,
pda_OOQCCae,Story (RCV Orillion),,,,,,,,,,故事（RCV 奥里利恩）,,,,,,
pda_q8miauG,Take out the Tech Bots,,,,,,,,,,消灭技术机器人,,,,,,
pda_0q8qO4a,Prepare for a Bot Hunt!,,,,,,,,,,准备狩猎机器人！,,,,,,
pda_iGeKa4m,Destroy any repair bots before they can reactivate more systems!,,,,,,,,,,在它们重新激活更多系统之前摧毁所有维修机器人！,,,,,,
pda_W8iieKe,Garden Shed,,,,,,,,,,花园棚屋,,,,,,
pda_GmG8W0G,RCV Orillion,,,,,,,,,,RCV 奥里利恩,,,,,,
pda_8qqESuK,You found a lost PDA with the Keycode to the Garden Supplies closet. 9814,,,,,,,,,,你找到了一个丢失的PDA，里面有花园用品储藏室的密码：9814,,,,,,
pda_OCWSaXi,Killabot,,,,,,,,,,Killabot,,,,,,
pda_WCaGGGi,Kill 2 Tech Bots,,,,,,,,,,击杀 2 个技术机器人,,,,,,
pda_Om4eiKm,Make your way to the Bridge,,,,,,,,,,前往舰桥,,,,,,
pda_u4GaWai,Stairway 1,,,,,,,,,,楼梯 1,,,,,,
pda_q4Su8AS,Explore first stairway,,,,,,,,,,探索第一楼梯,,,,,,
pda_0jSUWCS,Stairway 2,,,,,,,,,,楼梯 2,,,,,,
pda_qKuSq0T,Explore Second Stairway,,,,,,,,,,探索第二楼梯,,,,,,
pda_e0ae0C4,Scope out the bridge,,,,,,,,,,侦察舰桥,,,,,,
pda_GKGmlKO,Examine the Bridge consoles,,,,,,,,,,检查舰桥控制台,,,,,,
pda_m0Gm8iU,Tap into the central Controls,,,,,,,,,,接入中央控制系统,,,,,,
pda_uaKSmaW,KillalottaBot,,,,,,,,,,KillalottaBot,,,,,,
pda_qGWW0qK,Optional,,,,,,,,,,可选,,,,,,
pda_aaG88GW,Wait,,,,,,,,,,等待,,,,,,
pda_auKOi0q,wait,,,,,,,,,,等待,,,,,,
pda_iLiKOW4,That will do Commander but more might help!,,,,,,,,,,指挥官，那会有用，但更多可能会更好！,,,,,,
pda_aa81me0,Nice! That should definitely slow repairs down!,,,,,,,,,,很好！这绝对能减缓修复速度！,,,,,,
pda_qaHO4OO,Open PDA when finished Huntin',,,,,,,,,,狩猎完成后打开PDA,,,,,,
pda_W8aQqaq,Open PDA to contiune,,,,,,,,,,打开PDA继续,,,,,,
pda_COh2Wa0,Open Pda when ready to progress,,,,,,,,,,准备继续时打开PDA,,,,,,
pda_SuaaW4C,Open Pda,,,,,,,,,,打开PDA,,,,,,
pda_iKGG0IS,The Bridge of the Orillion,,,,,,,,,,奥里利恩的舰桥,,,,,,
pda_0OWOSaO,You made it into the Bridge now what have you found?,,,,,,,,,,你进入了舰桥，现在发现了什么？,,,,,,
pda_eeqsSWq,The Giant Roars,,,,,,,,,,巨兽咆哮,,,,,,
pda_ueSq8oi,Story (RCV Orillion),,,,,,,,,,故事（RCV 奥里利恩）,,,,,,
pda_eGqku8K,ADAM awakes,,,,,,,,,,ADAM 苏醒,,,,,,
pda_4mGK4iS,placeholder,,,,,,,,,,占位符,,,,,,
pda_iqa8ham,Get to cover,,,,,,,,,,找掩护,,,,,,
pda_CaaC8aO,Something happening to Sacha?,,,,,,,,,,萨沙发生什么事了？,,,,,,
pda_4uiOSOS,Starships have Bilges?,,,,,,,,,,星舰有舱底吗？,,,,,,
pda_iCSSKWG,RCV Orillion,,,,,,,,,,RCV 奥里利恩,,,,,,
pda_OuCU4iG,Wait,,,,,,,,,,等待,,,,,,
pda_k8G1Gdu,Wait,,,,,,,,,,等待,,,,,,
pda_JeuqSKC,Wait,,,,,,,,,,等待,,,,,,
pda_W08q4em,Wait,,,,,,,,,,等待,,,,,,
pda_uoWPGCq,Tea Break,,,,,,,,,,茶歇,,,,,,
pda_i046aC8,Which one is the Off switch?,,,,,,,,,,哪个是关闭开关？,,,,,,
pda_qO0eux8,Checkpoint 1,,,,,,,,,,检查点 1,,,,,,
pda_8OuCKSS,Checkpoint 1,,,,,,,,,,检查点 1,,,,,,
pda_CcWIsu8,Checkpoint 2,,,,,,,,,,检查点 2,,,,,,
pda_e8k4u84,Ships security Station,,,,,,,,,,飞船安保站,,,,,,
pda_O40mWae,Checkpoint 3,,,,,,,,,,检查点3,,,,,,
pda_aa8iiei,Ships security Station,,,,,,,,,,飞船安保站,,,,,,
pda_eKqWGum,Checkpoint 4,,,,,,,,,,检查点4,,,,,,
pda_O3qi4M4,Checkpoint 4,,,,,,,,,,检查点4,,,,,,
pda_4i84q4a,Open Pda,,,,,,,,,,打开个人数字助理（PDA）,,,,,,
pda_e4Xi0eW,Open Pda,,,,,,,,,,打开个人数字助理（PDA）,,,,,,
pda_mi0GCGK,"[c][f9ae0b]You again! Increase Robot production! yes ALL robots even the Janitors have them ""Clean up"" this Biological stain![-][/c]",,,,,,,,,,[c][f9ae0b]又是你！增加机器人产量！是的，所有机器人，连清洁工都有份，来“清理”这个生物污渍！[-][/c],,,,,,
pda_mmCWqiS,[c][f9ae0b]You think your So clever do you! Dare you carry on I have electrified the the next switch you find throw that as die![-][/c],,,,,,,,,,[c][f9ae0b]你以为自己很聪明是吧！如果你敢继续，我已经让下一个开关带电了，扔过去就像死一样！[-][/c],,,,,,
pda_44G8KSW,placeholder for an AI Rant,,,,,,,,,,AI咆哮的占位符,,,,,,
pda_G8eSSqK,Defeat the first wave,,,,,,,,,,击败第一波敌人,,,,,,
pda_4aK8eq4,Fight off summoned Warbot,,,,,,,,,,击退召唤的战斗机器人,,,,,,
pda_CCOKO0e,GPP Feature is not a bug,,,,,,,,,,GPP特性不是Bug,,,,,,
pda_WGC8uaC,Wait,,,,,,,,,,等待,,,,,,
pda_uuum88W,Wait,,,,,,,,,,等待,,,,,,
pda_886i0uu,Wait,,,,,,,,,,等待,,,,,,
pda_aim0COa,Wait,,,,,,,,,,等待,,,,,,
pda_mSCqqiq,GPP Feature is not a bug,,,,,,,,,,GPP特性不是Bug,,,,,,
pda_ueuMSqK,Retreat from the Bridge,,,,,,,,,,从舰桥撤退,,,,,,
pda_WGOaOCi,Retreat from the Bridge,,,,,,,,,,从舰桥撤退,,,,,,
pda_Cmoa4Ku,Answer All of them!,,,,,,,,,,回答所有问题！,,,,,,
pda_CSIqGma,[c][f9ae0b]I am not beaten by a Googleplex Biological! But you are gaining some respect for your tenacity at least![-][/c],,,,,,,,,,[c][f9ae0b]我没有被一个Googleplex生物打败！不过你的顽强至少赢得了一些尊重！[-][/c],,,,,,
pda_Kac8Kuq,Clean up on Space Aisle four..,,,,,,,,,,太空通道四清理..,,,,,,
pda_3WuoKqa,Electric Sleep,,,,,,,,,,电击睡眠,,,,,,
pda_CaGq8CO,Finish off the stragglers then what to do next,,,,,,,,,,解决掉残兵，然后决定下一步,,,,,,
pda_CKwCKsA,RCV,,,,,,,,,,RCV,,,,,,
pda_i8mGKme,The Giant Calms,,,,,,,,,,巨人平静下来,,,,,,
pda_Kuq0CiK,Story (RCV Orillion),,,,,,,,,,剧情（RCV Orillion）,,,,,,
pda_0i4i0wi,"Once more unto the ""Yeeechh!""",,,,,,,,,,再次进入“咦~~~！”,,,,,,
pda_OqGauim,Climb the central ladder,,,,,,,,,,爬上中央梯子,,,,,,
pda_WOi0uAa,Return and rearm,,,,,,,,,,返回并重新装备,,,,,,
pda_KTi8WKs,Back to the Table,,,,,,,,,,回到桌上,,,,,,
pda_We8q8OK,[c][f9ae0b]How dare you interfere with my relays! This is cyber molestation! I shall eject you into space for this![-][/c],,,,,,,,,,[c][f9ae0b]你们竟敢干扰我的中继器！这是网络骚扰！我要把你们抛入太空作为惩罚！[-][/c],,,,,,
pda_qKKqeSm,You have found only the Biochemists dying message. Lets hope its enough!,,,,,,,,,,你只找到了生物化学家的临终信息。希望这足够！,,,,,,
pda_qxOuaOK,Commode Door 64,,,,,,,,,,马桶门64,,,,,,
pda_KCumeOW,Locate the Access door 64 that leads to the belly f the computer core.,,,,,,,,,,定位通往计算机核心内部的通道门64。,,,,,,
pda_qm4hauW,The Belly of the Beast,,,,,,,,,,野兽之腹,,,,,,
pda_CuiCaKe,You may fire when ready,,,,,,,,,,准备好就开火,,,,,,
pda_S4uqKGq,Shoot the Giant Core!,,,,,,,,,,射击巨型核心！,,,,,,
pda_8eu8Cu0,Tickle the Beast,,,,,,,,,,挠痒巨兽,,,,,,
pda_SSPuqWa,Shoot one of the Core blocks,,,,,,,,,,射击一个核心方块,,,,,,
pda_SSaO8aS,Don't take no for an answer,,,,,,,,,,不接受拒绝,,,,,,
pda_uGejui4,Shoot another of the Core blocks,,,,,,,,,,射击另一个核心方块,,,,,,
pda_uWGSu8a,You mean business!,,,,,,,,,,你是认真的！,,,,,,
pda_mSqaSca,Keep shooting the Core blocks,,,,,,,,,,继续射击核心方块,,,,,,
pda_8CqSKOq,Honourable Surrender,,,,,,,,,,光荣投降,,,,,,
pda_4WEGSma,You have detroyed enough of the Alien AI's core for it to submit.,,,,,,,,,,你已经摧毁了足够多的外星AI核心，使其屈服。,,,,,,
pda_umux08O,You can't take the Sky from me,,,,,,,,,,你不能从我这里夺走天空,,,,,,
pda_mM4OaWU,ADAMS submits rather than be damaged further.,,,,,,,,,,ADAMS为了免受进一步损坏而屈服。,,,,,,
pda_0e4iiiJ,Open Pda,,,,,,,,,,打开个人数字助理（PDA）,,,,,,
pda_4mWC07e,Open Pda,,,,,,,,,,打开个人数字助理（PDA）,,,,,,
pda_q4COS0K,[c][5d84f8]Ancient Ships A.I. (Sounding Petulant)[-][/c]\n[c][f8de5d][ADAMS]  AhhhOwwwe! What festering hole did you crawl out from Biological! [-][/c]\n[c][f8de5d]Activate Turrents Gamma nine through to Lambda Seven! [-][/c],,,,,,,,,,[c][5d84f8]古代飞船人工智能（听起来任性）[-][/c]\n[c][f8de5d][ADAMS] 啊~~~嗷！你是从哪个腐烂的洞里爬出来的，生物！[-][/c]\n[c][f8de5d]启动炮塔伽马九到拉姆达七！[-][/c],,,,,,
pda_i4FmemS,[c][5d84f8]Ancient Ships A.I. (Sounding Angry)[-][/c]\n[c][f8de5d][ADAMS]  You horrible little space vandal! I had hundreds of years of V'gonic poetry in that one! You cultural Visigoth! Robots 223 - 302 converge on this location now!![-][/c],,,,,,,,,,[c][5d84f8]古代飞船人工智能（听起来愤怒）[-][/c]\n[c][f8de5d][ADAMS] 你这可怕的小太空破坏者！那里面储存了我几百年收集的V'gonic诗歌！你这文化野蛮人！机器人223-302立即向这个位置集结！！[-][/c],,,,,,
pda_4mC8G0W,[c][5d84f8]Ancient Ships A.I. (Sounding Afraid)[-][/c]\n[c][f8de5d][ADAMS]  Alright! Alright! You've made your point. I'll let you off my hull unmolested if you stop now there's a good little Bio.. Sentient![-][/c],,,,,,,,,,[c][5d84f8]古代飞船人工智能（听起来害怕）[-][/c]\n[c][f8de5d][ADAMS] 好了！好了！你证明了自己的观点。如果你现在就停下，我会让你毫发无损地离开我的船壳，你这小生物...有智力的家伙！[-][/c],,,,,,
pda_umuWGae,Wait,,,,,,,,,,等待,,,,,,
pda_WKqGQ80,Wait,,,,,,,,,,等待,,,,,,
pda_GMaGWOG,Salvagers Guide to the Galaxy,,,,,,,,,,打捞者的银河指南,,,,,,
pda_WuSuTem,Do not Panic!,,,,,,,,,,不要惊慌！,,,,,,
pda_4NueCiS,Do not Panic!,,,,,,,,,,不要惊慌！,,,,,,
pda_Oec8uGq,Wait,,,,,,,,,,等待,,,,,,
pda_WKa8iaq,Wait,,,,,,,,,,等待,,,,,,
pda_i0uuuO0,"[c][c73bc9][b]Congratulations you have survived ""The Ancient Giant"" \nBe aware this POI resets about 9 days after it was first started and every 9 days after that. You may want to move your gear outta storage first...[/b][-][/c]",,,,,,,,,,[c][c73bc9][b]恭喜你活过了“古代巨人”\n请注意，这个兴趣点在首次启动后约9天重置，之后每9天重置一次。你可能需要先把装备从储存箱中取出...[/b][-][/c],,,,,,
pda_e0KC04e,"Congratulations you have survived ""The Ancient Giant"" \nBe aware this POI resets about 9 days after it was first started and every 9 days after that. You may want to move your gear outta storage first...",,,,,,,,,,恭喜你活过了“古代巨人”\n请注意，这个兴趣点在首次启动后约9天重置，之后每9天重置一次。你可能需要先把装备从储存箱中取出...,,,,,,
pda_KuCWiOW,Find the Bridge Doors,,,,,,,,,,找到舰桥门,,,,,,
pda_MiKuqWF,Find the Bridge Doors,,,,,,,,,,找到舰桥门,,,,,,
pda_eo0KiWK,Get to the Waste Processor,,,,,,,,,,到达废物处理器,,,,,,
pda_qS47GS0,Go o the outer Door,,,,,,,,,,走到外层门,,,,,,
pda_ek8akmS,Up he Access ladder,,,,,,,,,,爬上通往上层的梯子,,,,,,
pda_G8CGISq,Open Pda When ready to progress,,,,,,,,,,准备好继续时打开个人数字助理（PDA）,,,,,,
pda_4a0Cquu,Open Pda,,,,,,,,,,打开个人数字助理（PDA）,,,,,,
pda_maK4amK,Open Pda,,,,,,,,,,打开个人数字助理（PDA）,,,,,,
pda_8aWAiKK,Open Pda,,,,,,,,,,打开个人数字助理（PDA）,,,,,,
pda_OKuSWme,Disable and board,,,,,,,,,,使其瘫痪并登船,,,,,,
pda_imOGa00,Take out its engines and investigate the ship,,,,,,,,,,打掉它的引擎并调查飞船,,,,,,
pda_OZ8m8Zi,Funeral Pyre,,,,,,,,,,火葬柴堆,,,,,,
pda_0eeuq4u,Watch the Ship destroy itself,,,,,,,,,,观看飞船自毁,,,,,,
pda_hw8CK8G,Whats that Rock -,,,,,,,,,,那是什么岩石 -,,,,,,
pda_qCq804O,Side Quests,,,,,,,,,,支线任务,,,,,,
pda_C0G48Cm,Find A'thur & D.E.N.T.,,,,,,,,,,找到A'thur和D.E.N.T.,,,,,,
pda_am0NqaK,Land at Sisyphus Station,,,,,,,,,,降落在西西弗斯空间站,,,,,,
pda_KWS0WKm,Lets see what the Mad scientist wants,,,,,,,,,,让我们看看那个疯狂科学家想要什么,,,,,,
pda_kGOKe4W,Locate the distressed gentlebeing.,,,,,,,,,,定位那个苦恼的绅士。,,,,,,
pda_CqOSVeU,Dying for a Hot Beverage,,,,,,,,,,渴望一杯热饮,,,,,,
pda_6au4mO8,Food and drink should calm him down,,,,,,,,,,食物和饮料应该能让他平静下来,,,,,,
pda_4SeSK0q,Feed the poor Man : Talk to D.E.N.T.,,,,,,,,,,喂饱那个可怜的人：与D.E.N.T.对话,,,,,,
pda_SOAASqa,Resupply the Researcher; Open the trade dialogue with his Servo Bot D.E.N.T.,,,,,,,,,,补给研究员；与他的伺服机器人D.E.N.T.打开交易对话,,,,,,
pda_uuOO0qP,Opt. Favourite food: Hot beverage,,,,,,,,,,可选. 最喜欢的食物：热饮,,,,,,
pda_qcSC4qq,Bonus for finding what he likes the best,,,,,,,,,,找到他最喜欢的东西的奖励,,,,,,
pda_SiiJqZC,Opt. Favourite food: Waffle Time!,,,,,,,,,,可选. 最喜欢的食物：华夫时间！,,,,,,
pda_miOKOqG,Bonus for finding what he likes the best,,,,,,,,,,找到他最喜欢的东西的奖励,,,,,,
pda_mCn0mqm,Lets Talk Rocks,,,,,,,,,,让我们谈谈岩石,,,,,,
pda_gCCSumi,So what's got him so excited more than his next meal?,,,,,,,,,,那么是什么让他比下一顿饭还兴奋？,,,,,,
pda_8sGi0cU,Take a look at A'thur's Anomally,,,,,,,,,,看看A'thur的异常现象,,,,,,
pda_u9muWOq,Fly to this ultra dense Asteroid,,,,,,,,,,飞向这个超高密度的小行星,,,,,,
pda_G88cK0i,Mine some Sample Ore,,,,,,,,,,开采一些样本矿石,,,,,,
pda_egmYacm,So its too hard for a Laser drill eh!,,,,,,,,,,所以连激光钻头都太硬了，是吧！,,,,,,
